Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"Blunt Wrap USA Inc.","BLUNT WRAP NATURAL LEAF -RASPBERRY","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022362.PD2","","",""
"Blunt Wrap USA Inc.","Show Diamond Wrap - Gin & Juice","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022369.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - CHOCOLATE","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022373.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - STRAWBERRY KIWI","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022384.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - WATERMELON","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022389.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP- WATERMELON","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022392.PD2","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - CHOCOLATE","Cigar","Cigar Component","SE - Substantially Equivalent Order","03/30/2026","-","-","-","-","SE0022394.PD2","","",""
"Blunt Wrap USA Inc.","JUICY - MANGO PAPAYA","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022688","","",""
"Blunt Wrap USA Inc.","LOADED NATURAL LEAF - BLUEBERRY","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022693","","",""
"Blunt Wrap USA Inc.","LOADED NATURAL LEAF - MANGO","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022778","","",""
"Blunt Wrap USA Inc.","LOADED NATURAL LEAF - PEACH","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022779","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - WATERMELON","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022802","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - GRAPE","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022846","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - MANGO","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022848","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - STRAWBERRY KIWI","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022851","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - VANILLA","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022853","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - White Grape","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022885","","",""
"Blunt Wrap USA Inc.","BLUNT MASTER CIGAR WRAP - WHITE GRAPE","Cigar","Cigar Component","SE - Substantially Equivalent Order","09/30/2024","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-LTR-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-TPL-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-EA-SE0022688.pdf","https://www.accessdata.fda.gov/static/searchtobacco/09-2025/BluntWrap-FONSI-SE0022688.pdf","SE0022945","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Chocolate","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023014","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Mango","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023017","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Mango","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023018","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Pina Colada","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023020","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Purple","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023041","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps- Strawberry Kiwi","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023043","","",""
"Blunt Wrap USA Inc.","Show Flat Wraps - Watermelon","Cigar","Cigar Component","SE - Substantially Equivalent Order","10/28/2024","-","-","-","-","SE0023047","","",""
"Bucanero Cigars Inc.","Bucanero Crew Sail Master","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704106","","",""
"Bucanero Cigars Inc.","Bucanero Clasico Maduro Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704107","","",""
"Bucanero Cigars Inc.","Bucanero Clasico Maduro Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704108","","",""
"Bucanero Cigars Inc.","Bucanero Clasico Maduro Corona 2000","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704109","","",""
"Bucanero Cigars Inc.","Bucanero Clasico Maduro Catalina","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704110","","",""
"Bucanero Cigars Inc.","Bucanero Clasico Maduro Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704111","","",""
"Bucanero Cigars Inc.","Bucanero Crew Corsair","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704112","","",""
"Bucanero Cigars Inc.","Bucanero Crew First Mate","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704113","","",""
"Bucanero Cigars Inc.","Bucanero Crew Capitan","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704114","","",""
"Bucanero Cigars Inc.","Bucanero Windjammer el Natural Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704115","","",""
"Bucanero Cigars Inc.","Bucanero Windjammer el Natural Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704116","","",""
"Bucanero Cigars Inc.","Bucanero Windjammer el Natural Corona 2000","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704117","","",""
"Bucanero Cigars Inc.","Bucanero Windjammer el Natural Catalina","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704118","","",""
"Bucanero Cigars Inc.","Bucanero Windjammer el Natural Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704119","","",""
"Bucanero Cigars Inc.","Bucanero Don Douglas Series Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704120","","",""
"Bucanero Cigars Inc.","Bucanero Don Douglas Cabinet Series Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704121","","",""
"Bucanero Cigars Inc.","Bucanero Don Douglas Cabinet Series Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704122","","",""
"Bucanero Cigars Inc.","Bucanero Salsa Criollo","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704123","","",""
"Bucanero Cigars Inc.","Bucanero Treasures of Costa Rica Puro Coronita","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704124","","",""
"Bucanero Cigars Inc.","Bucanero Canon Cubano","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704125","","",""
"Bucanero Cigars Inc.","Bucanero Treasures of Costa Rica Puro Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704126","","",""
"Bucanero Cigars Inc.","Bucanero Texas Star","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704127","","",""
"Bucanero Cigars Inc.","Bucanero Treasures of Costa Rica Puro Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704128","","",""
"Bucanero Cigars Inc.","Bucanero Full Sail Maduro Toro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704129","","",""
"Bucanero Cigars Inc.","Bucanero Full Sail Maduro Petite","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704130","","",""
"Bucanero Cigars Inc.","Bucanero Zia Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704131","","",""
"Bucanero Cigars Inc.","Bucanero Zia Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704132","","",""
"Bucanero Cigars Inc.","Bucanero El Capitan Maduro Toro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704133","","",""
"Bucanero Cigars Inc.","Bucanero El Capitan Maduro Peg Leg","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704134","","",""
"Bucanero Cigars Inc.","Bucanero Zia Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704135","","",""
"Bucanero Cigars Inc.","Bucanero Z Toro","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704136","","",""
"Bucanero Cigars Inc.","Bucanero Z el Natural Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704137","","",""
"Bucanero Cigars Inc.","Bucanero La Noche Maduro Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704138","","",""
"Bucanero Cigars Inc.","Bucanero La Noche Maduro Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704139","","",""
"Bucanero Cigars Inc.","Bucanero La Noche Maduro Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704140","","",""
"Bucanero Cigars Inc.","Bucanero Cameroon Belicoso","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704141","","",""
"Bucanero Cigars Inc.","Bucanero Cameroon Corona","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704142","","",""
"Bucanero Cigars Inc.","Bucanero Cameroon Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704143","","",""
"Bucanero Cigars Inc.","Bucanero Havana Rose - Presidente","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704144","","",""
"Bucanero Cigars Inc.","Bucanero Havana Rose - Gigante","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/16/2019","N/A","N/A","N/A","N/A","GF1704145","","",""
"Bucanero Cigars Inc.","Bucanero Havana Rose Canon","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/23/2019","N/A","N/A","N/A","N/A","GF1704147","","",""
"Bucanero Cigars Inc.","Bucanero Ambassador Box","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/14/2019","N/A","N/A","N/A","N/A","GF1704148","","",""
"Bugatti Group, LLC.","Bugatti Elite Robusto Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805193","","",""
"Bugatti Group, LLC.","Bugatti Elite Toro Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805194","","",""
"Bugatti Group, LLC.","Bugatti Marquis Robusto Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805195","","",""
"Bugatti Group, LLC.","Bugatti Marquis Toro Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805196","","",""
"Bugatti Group, LLC.","Bugatti Royal Robusto Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805197","","",""
"Bugatti Group, LLC.","Bugatti Royal Toro Box of 20","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/19/2019","N/A","N/A","N/A","N/A","GF1805198","","",""
"CN Smokeless Company LLC","Klondike Cherry Pouch Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Fine Cut Straight Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Fine Cut Wintergreen Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Long Cut Peppermint Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Long Cut Straight Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Long Cut Wintergreen Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Peppermint Pouch Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"CN Smokeless Company LLC","Klondike Wintergreen Pouch Smokeless","Smokeless","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Carolina Cigar Company","Carolina Cigar Cabinet Select Connecticut Lonsdale","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/18/2019","N/A","N/A","N/A","N/A","GF1805602","","",""
"Carolina Cigar Company","Carolina Cigar Cabinet Select Connecticut Torpedo","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/03/2021","N/A","N/A","N/A","N/A","GF2011634","","",""
"Carolina Cigar Company","Carolina Cigar Cabinet Select Connecticut Churchill","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/03/2021","N/A","N/A","N/A","N/A","GF2011635","","",""
"Carolina Cigar Company","Carolina Cigar Cabinet Select Connecticut Robusto","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/03/2021","N/A","N/A","N/A","N/A","GF2011636","","",""
"Carolina Cigar Company","Carolina Cigar Cabinet Select Maduro Lonsdale","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/03/2021","N/A","N/A","N/A","N/A","GF2011704","","",""
